Nr.,Anmeldedat.,Thema,Datum,Zeit,"Ort, Aufzugsweg",TN-Zahl
1,2015-09-15 00:00:00,Schließung Delfinarium,2016-06-01,09:00-13:00,ZOO Duisburg,100
2,2015-10-02 00:00:00,Gegen Rassismus und Gewalt,2016-04-30,19:00-22:00,Scharnhorststraße - Ruhrorter Str.- Kuhstr. - Königstr. - Mercatorstr.- Portsmouthplatz,300-1000
4,2015-10-15 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-01-04,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
5,2015-10-15 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-01-11,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
6,2015-10-15 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-01-18,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
7,2015-10-15 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-01-25,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
8,2015-10-15 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-02-01,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
9,2015-10-15 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-02-08,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
10,2015-10-15 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-02-15,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
11,2015-10-15 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-02-22,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
12,2015-10-15 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-02-29,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
13,2015-10-25 00:00:00,Zirkus mit Tieren ist Tierquälerei,2016-01-02,14:00-15:00,DU-Wedau; Alfrediplatz,25
14,2015-10-25 00:00:00,Zirkus mit Tieren ist Tierquälerei,2016-01-03, 18:00-22:00,DU-Wedau; Alfrediplatz,25
15,2015-12-03 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-01-04,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100
16,2015-12-03 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-01-11,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100
17,2015-12-03 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-01-18,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100
18,2015-12-03 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-01-25,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100
19,2015-12-03 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-02-01,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100
20,2015-12-03 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-02-08,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100
21,2015-12-03 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-02-15,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100
22,2015-12-03 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-02-22,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100
23,2015-12-08 00:00:00,"We still hate Mondays - Gegen Pegida, Islamismus und Deutschland",2016-01-18,18:00-22:00,DU-Stadtmitte; Duisburg Hbf Osteingang - Neudorfer Straße - Mühlheimer Straße - Saarstraße - Saarstraße - Averdunkplatz - König-Heinrich-Platz - Köhnenstraße - Steinsche Gasse - Friedrich-Wilhelm-Platz - Friedrich-Wilhelm-Straße - Kantpark,150
24,2015-12-23 00:00:00,Beteiligung an der weltweiten Kampange - One Bilion Rising für Justice 2016 - gegen die alltägliche Gewalt gegen Frauen und Mädchen,2016-02-14,14:00-17:00,DU-Stadtmitte; König-Heinrich-Platz vor dem Forum,500
25,2015-12-28 00:00:00,Anti-PEGIDA Warm Up,2016-01-04,18:00 - 19:00,"Portsmouthplatz, Harry-Epstein-Platz, Saarstr., Landfermannstr., König-Heinrich-Platz, Königstr., Tonhallenstr., Am Buchenbaum, Mercatorstr., Portsmouthplatz",30
26,2015-11-02 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-01-04,18:00-21:00,DU-Stadtmitte; Portsmouthplatz,50-75
27,2015-11-02 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-01-11,18:00-21:00,DU-Stadtmitte; Portsmouthplatz,50-75
28,2015-11-02 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-01-18,18:00-21:00,DU-Stadtmitte; Portsmouthplatz,50-75
29,2015-11-02 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-01-25,18:00-21:00,DU-Stadtmitte; Portsmouthplatz,50-75
30,2016-01-05 00:00:00,Angeln,2016-01-10,11:00-15:00,DU-Meiderich; Emscherstraße 71,20
31,2016-01-05 00:00:00,"Freiheit für Ivo, Pepina, Daisy, Dörte, Darwin, Orinoco und Delphi mit ihrem Baby",2016-01-09,11:00-15:00,DU-Duissern; Mühlheimer Straße 273,100
32,2016-01-05 00:00:00,Übrige Geschenke für Flüchtlinge,2016-01-11,17:30-18:30,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
33,2016-01-05 00:00:00,Erhöhung der Krankenkassenbeiträge,2016-01-18,17:30-18:30,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
34,2016-01-05 00:00:00,Aktion Stromsperre,2016-01-25,17:30-18:30,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
35,2016-01-05 00:00:00,Karneval lustige Verkleidungen und Satire,2016-02-01,17:30-18:30,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
36,2016-01-08 00:00:00,Antipegida Warm Up,2016-01-11,18:00-19:00,DU-Stadtmitte; Portsmouthplatz - Harry-Epstein-Platz - Saarstraße - Landfermann - König-Heinrich-Platz - Königstraße - Tonhallenstraße - Am Buchenbaum - Portsmouthplatz,30
37,2016-01-08 00:00:00,Antipegida Warm Up,2016-01-18,18:00-19:00,DU-Stadtmitte; Portsmouthplatz - Harry-Epstein-Platz - Saarstraße - Landfermann - König-Heinrich-Platz - Königstraße - Tonhallenstraße - Am Buchenbaum - Portsmouthplatz,30
38,2016-01-08 00:00:00,Antipegida Warm Up,2016-01-25,18:00-19:00,DU-Stadtmitte; Portsmouthplatz - Harry-Epstein-Platz - Saarstraße - Landfermann - König-Heinrich-Platz - Königstraße - Tonhallenstraße - Am Buchenbaum - Portsmouthplatz,30
39,2016-01-11 00:00:00,Massenmord gegen Kurden in der Türkei,2016-01-12,16:00-19:00,DU-Stadtmitte; Königstraße am Lifesaver,80-100
40,2016-01-11 00:00:00,Mahnwache zum 5. Jahrestag der Reaktorkatastrophe von Fukushima,2016-03-11,15:00-17:00,DU-Stadtmitte; König-Heinrich-Platz vor dem Forum,50
41,2016-01-15 00:00:00,Empty the Tanks worldwide,2016-05-07,11:00-15:00,Duisburg-Duissern; Mühlheimer Straße/Brehmsweg (Gegenüber des Haupteingangs ZOO Duisburg),50
42,2016-01-19 00:00:00,Brandanschlag auf das Flüchtlingsheim in der Usedomstraße,2016-01-22,18:00-21:00,Duisburg-Neumühl; Usedomstraße - Lehrerstraße - Obermarxloherstraße - Schroerstraße - Barbarastraße - Felix-Dahn-Straße - Sterkrader Straße - Freiligrathstraße - Schillerstraße - Duisburger Straße - Hamborner Rathaus,200
43,2016-01-20 00:00:00,Stoppt den Mord an unschuldigen Kindern und Frauen,2016-01-26,15:00-18:00,DU-Stadtmitte; Königstraße / Ecke Düsseldorfer Straße,10
44,2016-01-20 00:00:00,Gegen das Delfinarium im Duisburger Zoo,2016-02-28,11:00-15:00,DU-Duissern; Mühlheimer Straße 273,30
44,2016-01-20 00:00:00,Stoppt den Mord an unschuldigen Kindern und Frauen,2016-01-27,15:00-18:00,DU-Stadtmitte; Königstraße / Ecke Düsseldorfer Straße,10
45,2016-01-25 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-03-07,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",300-500
46,2016-01-25 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-03-14,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",300-500
47,2016-01-25 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-03-21,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",300-500
48,2016-01-25 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-03-28,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",300-500
49,2016-01-25 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-04-04,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",300-500
50,2016-01-25 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-04-11,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",300-500
51,2016-01-25 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-04-18,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",300-500
52,2016-01-25 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-04-25,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",300-500
53,2016-01-29 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-02-01,18:00-21:30,DU-Stadtmitte; Portsmouthplatz,50-75
54,2016-01-29 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-02-15,18:00-21:30,DU-Stadtmitte; Portsmouthplatz,50-75
55,2016-01-29 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-02-22,18:00-21:30,DU-Stadtmitte; Portsmouthplatz,50-75
56,2016-01-29 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-02-29,18:00-21:30,DU-Stadtmitte; Portsmouthplatz,50-75
57,2016-01-28 00:00:00,Angriff der Türkei auf die Stadt Cizre,2016-01-29,17:00-19:30,DU-Stadtmitte; Portsmouthplatz - Mercatorstraße - Königstraße - Kuhtor - Königstraße - Averdunkplatz,100-150
58,2016-01-29 00:00:00,Drohende Atomkatastrophe an der deutsch/belgischen Grenze?,2016-02-01,17:00-19:00,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
59,2016-01-29 00:00:00,Frauen verdienen mehr - bekommen sie es auch?,2016-02-15,17:00-19:00,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
60,2016-01-29 00:00:00,Stop den Stromsperren,2016-02-22,17:00-19:00,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
61,2016-01-29 00:00:00,Flächenverbrauch und Wohnungspolitik,2016-02-29,17:00-19:00,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
62,2016-02-01 00:00:00,Studis für Geflüchtete,2016-02-13,12:00-16:00,DU-Stadtmitte; König-Heinrich-Platz vor dem Forum,20-25
63,2016-02-04 00:00:00,Internationaler Frauentag,2016-03-05,13:30 - 15:00,"DU Portsmouthplatz, Friedr.-Wilhelm-Str., Friedr.-Wilhelm-Platz, Sonnenwall, Königstr., Forum",150 - 200
64,2016-02-09 00:00:00,Umweltausschuss - Steag -Vattenfall - Kauf,2016-02-16,14:00 - 15:00,Rathausvorplatz,30
65,2016-02-08 00:00:00,Demonstration zum Christopher Street Day in Duisburg 2016,2016-07-23,12:00 - 13:00,"Rathausvorplatz, Kühlingsgasse, Münzstr., Kuhstr., Kuhtor, Sonnenwall, Salvatorweg, Düsseldorfer Str., Königstr., König-Heinrich-Platz",100
66,2016-02-05 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-02-29,18:00 - 22:00,DU-Stadtmitte; Portsmouthplatz,100
67,2016-02-10 00:00:00,Aktion gegen Pelzmord und Pelzindustrie,2016-02-13,15:00 - 16:00,Fußgängerzone Königstr. - Livesaferbrunnen,10
68,2016-02-10 00:00:00,Antipegida Warm Up,2016-02-15,18:00-19:00,DU-Stadtmitte; Portsmouthplatz - Harry-Epstein-Platz - Saarstraße - Landfermann - König-Heinrich-Platz - Königstraße - Tonhallenstraße - Am Buchenbaum - Portsmouthplatz,30
69,2016-02-10 00:00:00,Antipegida Warm Up,2016-02-22,18:00-19:00,DU-Stadtmitte; Portsmouthplatz - Harry-Epstein-Platz - Saarstraße - Landfermann - König-Heinrich-Platz - Königstraße - Tonhallenstraße - Am Buchenbaum - Portsmouthplatz,30
70,2016-02-10 00:00:00,Antipegida Warm Up,2016-02-29,18:00-19:00,DU-Stadtmitte; Portsmouthplatz - Harry-Epstein-Platz - Saarstraße - Landfermann - König-Heinrich-Platz - Königstraße - Tonhallenstraße - Am Buchenbaum - Portsmouthplatz,30
71,2016-02-15 00:00:00,Demonstration gegen Rassismus und für die Rechte von Flüchtlingen und Migranten,2016-03-12,14:00-16:30,DU-Stadtmitte; Portsmouthplatz - Königstraße - Sonnenwall- Steinsche Gasse - Burgplatz - Kuhtor - Königstraße - König-Heinrich-Platz,100
72,2016-02-15 00:00:00,Sicher leben! Asylflut stoppen!,2016-02-17,11:00-13:00,DU-Rheinhausen; Friedrich-Alfred-Straße / Georgstraße,5-10
73,2016-02-15 00:00:00,Sicher leben! Asylflut stoppen!,2016-02-17,14:00-16:00,DU-Rheinhausen; Friedrich-Alfred-Straße / Georgstraße,5-10
74,2016-02-15 00:00:00,Kundgebung gegen Raserei auf der B 8 - Begrüßung des Blitzers und Bekanntmachung des Erfolges der Initiative,2016-02-26,18:00 - 20:00,DU-Obermarxloh; Duisburger Straße 241,30
75,2016-02-17 00:00:00,"Kein Abriss der Siedlung Zinkhüttenplatz, wegen des FOC",2016-02-29,14:00 - 15:15,DU-Stadtmitte; Burgplatz,40
76,2016-02-24 00:00:00,Duisburg macht sich grade -Für Deutschland,2016-03-01,18:10-19:00,DU-Stadtmitte; Hbf Osteingang - Neudorfer Straße - Landfermannstraße - Harry-Eppstein-Platz - Königstraße - Mercatorstraße - Portsmouthplatz,50-70
77,2016-01-29 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-03-07,18:00-21:30,DU-Stadtmitte; Portsmouthplatz,50-75
78,2016-01-29 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-03-14,18:00-21:30,DU-Stadtmitte; Portsmouthplatz,50-75
79,2016-01-29 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-03-21,18:00-21:30,DU-Stadtmitte; Portsmouthplatz,50-75
80,2016-01-29 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-03-28,18:00-21:30,DU-Stadtmitte; Portsmouthplatz,50-75
81,2016-02-05 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-03-07,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
82,2016-02-05 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-03-14,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
83,2016-02-05 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-03-21,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
84,2016-02-05 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-03-28,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
85,2016-03-02 00:00:00,Militärische Operation in der Stadt Diyarbakir - Gegen das militärische Vorgehen gegen Zivilisten,2016-03-03,17:00-20:00,Du-Stadtmitte; Portsmouthplatz,150-200
86,2016-03-04 00:00:00,Sozialer Wohnungsbau und Flächenverbrach,2016-03-07,17:00-19:00,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
87,2016-03-04 00:00:00,Jahrestag von Fukushima und Tschernobyl,2016-03-14,17:00-19:00,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
88,2016-03-04 00:00:00,Tag gegen Rassismus,2016-03-21,17:00-19:00,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
89,2016-03-08 00:00:00,Newroz-Fest,2016-03-17,16:30-19:00,DU-Hamborn; Rathaus Hamborn - Duisburger Straße - Weseler Straße - Grillostraße - Elsa-Brandström-Straße - Wilhelmstraße 260,150-200
90,2016-03-08 00:00:00,Newroz-Fest,2016-03-18,16:30-19:00,DU-Marxloh; Wilhelmstraße 260 (Piazza),150-200
91,2016-03-10 00:00:00,Zeit für mehr Solidarität - viel erreicht und noch viel vor!,2016-05-01,11:00-13:00,DU-Hamborn; Amtsgericht Duisburg Hamborn - Duisburger Straße - Hamborn Feuerwache - Alleestraße - Emscherstraße - Landschaftspark Nord,3.000-4.000
92,2016-03-11 00:00:00,Leid von Zirkustieren,2016-03-27,15:00-17:00,DU-Wedau; Alfrediplatz,30-50
93,2016-03-11 00:00:00,Leid von Zirkustieren,2016-03-28,15:00-17:00,DU-Wedau; Alfrediplatz,30-50
94,2016-03-14 00:00:00,Billigfleisch in Discountern,2016-04-28,13:00-20:00,DU-Neudorf; Koloniestraße 78,5-10
95,2016-03-15 00:00:00,Global Marijuana March - Zeiten ändern sich,2016-05-07,14:00-18:30,DU-Neudorf; Memelstraße - Mühlheimer Straße - Landfermannstraße - Saarstraße - Königstraße - Burgplatz,200
96,2016-02-25 00:00:00,Stahl ist Zukunft,2016-04-11,12:30-16:00,DU-Hamborn; Kaiser-Wilhelm-Straße / DU-Beeck: Beecker Markt - Kaiser-Wilhelm-Straße,10.000-12.000
97,2016-03-21 00:00:00,Sicher leben! Asylflut stoppen!,2016-03-23,11:00-13:00,DU-Marxloh; Hohenzollernplatz,5-10
98,2016-03-21 00:00:00,Sicher leben! Asylflut stoppen!,2016-03-23,14:00-16:00,DU-Walsum; Kometenplatz,5-10
99,2016-03-22 00:00:00,Solidaritätsmarsch zur Unterstützung des türkischen Anti-Terrorkampfes - Ihr seid nicht allein,2016-03-26,15:00-18:00,DU-Hochfeld; Hochfelder Markt - Fröbelstraße - Moritzstraße - Wörthstraße - Wanheimer Straße - Heerstraße - Gitschiner Straße - Saarbrücker Straße/Gitschiner Straße - Hochfelder Markt,300-500
100,2016-03-25 00:00:00,Protest gegen Pegida NRW,2016-04-04,18:00-21:00,DU-Stadtmitte/Dellviertel; Ecke Mercatorstraße/Koloniestraße,30
101,2016-03-25 00:00:00,Protest gegen Pegida NRW,2016-04-11,18:00-21:00,DU-Stadtmitte/Dellviertel; Ecke Mercatorstraße/Koloniestraße,30
102,2016-03-28 00:00:00,Antirassistische und internationale Kundgebung,2016-05-01,10:00-19:00,DU-Dellviertel; Dellplatz,100-200
103,2016-02-05 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-04-04,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
104,2016-02-05 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-04-11,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
105,2016-02-05 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-04-18,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
106,2016-02-05 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-04-25,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
107,2016-03-29 00:00:00,Gedenkspaziergang gegen Rassismus und Faschismus,2016-04-30,17:00-18:30,DU-Stadtmitte; Ruhrorter Straße (Gewerkschaftsdenkmal) - Schwanenstraße - Denkmal am Rathaus - Poststraße - Gutenbergstraße - Kuhlenwall - Rabbiner-Neumark-Weg - Alte Synagoge Junkernstraße/ Ecke Kuhlenwall - Pulverweg - DGB-Haus - Kardinal-Galen-Straße - Mainstraße - Landfermannstraße - Königstraße - Harry-Eppstein-Platz,20
108,2016-03-30 00:00:00,Altersarmut,2016-04-04,17:30-18:30,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
109,2016-03-30 00:00:00,Stahlaktionstag und wie weiter,2016-04-11,17:30-18:30,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
110,2016-03-30 00:00:00,Wie krank ist das Gesundheitswesen,2016-04-18,17:30-18:30,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
111,2016-03-30 00:00:00,30. Jahrestag Tschernobyl,2016-04-25,17:30-18:30,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
112,2016-03-30 00:00:00,"Zukunft der Jugend: Praktika, U25, Leiharbeit?",2016-05-02,17:30-18:30,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
113,2016-03-31 00:00:00,Tarifrunde Öffentlicher Dienst,2016-04-06,12:00-14:00,DU-Stadtmitte; Averdunkplatz,150
114,2016-03-30 00:00:00,Duisburg macht sich grade -Für Deutschland,2016-04-04,18:30-19:00,DU-Stadtmitte; Duisburg Hbf Osteingang - Neudorfer Straße - Neue Fruchtstraße - Koloniestraße - Mercatorstraße,150
115,2016-04-01 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-04-04,18:00-21:30,DU-Stadtmitte; Portsmoutplatz,50-75
116,2016-04-01 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-04-11,18:00-21:30,DU-Stadtmitte; Portsmoutplatz,50-75
117,2016-04-01 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-04-18,18:00-21:30,DU-Stadtmitte; Portsmoutplatz,50-75
118,2016-04-01 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-04-25,18:00-21:30,DU-Stadtmitte; Portsmoutplatz,50-75
119,2016-04-01 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-05-02,18:00-21:30,DU-Stadtmitte; Portsmoutplatz,50-75
120,2016-04-01 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-05-09,18:00-21:30,DU-Stadtmitte; Portsmoutplatz,50-75
121,2016-04-01 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-05-16,18:00-21:30,DU-Stadtmitte; Portsmoutplatz,50-75
122,2016-04-01 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-05-23,18:00-21:30,DU-Stadtmitte; Portsmoutplatz,50-75
123,2016-04-01 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-05-30,18:00-21:30,DU-Stadtmitte; Portsmoutplatz,50-75
124,2016-04-05 00:00:00,Protest gegen Pegida NRW,2016-04-18,18:00-21:30,DU-Stadtmitte/Dellviertel; Ecke Mercatorstraße/Koloniestraße - Duisburg Hbf,40
125,2016-04-05 00:00:00,Protest gegen Pegida NRW,2016-04-25,18:00-21:30,DU-Stadtmitte/Dellviertel; Ecke Mercatorstraße/Koloniestraße - Duisburg Hbf,40
126,2016-04-07 00:00:00,Gedenk Demo für Ivana Hoffmann,2016-06-25,11:00-13:00,DU-Hamborn/Marxloh; Hamborn Rathaus - Duisburger Straße - Kaiser-Wilhelm-Straße - Piazza,450
127,2016-04-10 00:00:00,Protestaktion gegen die Errichtung eines Flüchtlingscamps für Dschihadisten in Provinzstadt Maras in der Türkei,2016-04-14,18:00-21:00,DU-Stadtmitte; Portsmouthplatz - Friedrich-Wilhelm-Straße - Friedrich-Wilhelm-Platz - Steinsche Gasse - Untermauerstraße - Königstraße - Mercatorstraße - Portsmouthplatz,500-800
128,20.04.216,Mobile Mahnwache zum 30. Jahrestag der Atomkatastrophe von Tschernobyl,2016-04-26,16:00-18:00,DU-Stadtmitte; Königstraße,50
129,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-05-02,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
130,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-05-09,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
131,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-05-16,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
132,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-05-23,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
134,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-05-30,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
