Fall-Liste Versammlungen (aktueller Monat),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
rot und kursiv markiert = Versammlung wurde abgesagt,,,,,,,,
,,,,,,,,
Bescheid ausgelaufen,,,,,,,,
,,,,,,,,
Datum,Beginn,Ende,Örtlichkeit (ink. AKG + SKG),Stationär / sfV,Organisation,Thema,TN-Zahl,Eingangs-datum
2023-07-01 00:00:00,15.00,17.30,Sendlinger Str. 8,stationär,,Demonstration für die Menschen im Iran,offen,05.06.2023
2023-07-01 00:00:00,14.00,17.00,Rindermarkt,stationär,Soapbox Science Munich e.V.,Wissenschaftskommunikation; Förderung und Sichtbarmachen von Wissenschaftlerinnen+ihrer Forschungsprojekte,200,11.10.2022
2023-07-01 00:00:00,09.30,22.00,Karlsplatz,stationär,Catsn.org e.V.,Veganismus,200,2021-09-13 00:00:00
2023-07-01 00:00:00,12.30,18.00,Münchner Freiheit,stationär,,Info`s auf d`Straß ,30,10.02.2023
2023-07-01 00:00:00,18.00,21.00,Max-Joseph-Platz,stationär,,Mahsa Amini,400,2023-03-31 00:00:00
2023-07-01 00:00:00,10:30,15:00:00,Max-Joseph-Platz,stationär,,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommuninistischen Partei Chinas ein Ende setzen.",30,2023-05-30 00:00:00
2023-07-01 00:00:00,12.00,14.00,Prälat-Miller-Weg,stationär,ARIWA München,Tierrechte / Agrarindustrie / Veganismus,10,30.05.2023
2023-07-01 00:00:00,13.00,,MPL?,sfv,,Stoppt die Ampel-Regierung!,2000,12.06.2023
2023-07-01 00:00:00,14.00,16.000,Odeonsplatz,stationär,Landesverband BayernSPD,Zusammenhalt und Zukunft - statt Rückschritt und Rechtsruck!,10.000,12.06.2023
2023-07-01 00:00:00,11.00,14.00,Theresienwiese,staionär,Christliche EU Volksunion i. G.,Stoppt das Heizungsgesetz I Wird in Bayern die Demokratie abgeschafft?,5.000 - 20.000,15.06.2023
2023-07-01 00:00:00,14.00,17.00,"Reiterdenkmal, Ludwig I, Odeonsplatz",stationär,,Schluss mit der Spaltung,50,27.06.2023
2023-07-01 00:00:00,13.00,14.00,Marzellgasse / Spieltränkergasse,stationär,isarlust e.V.,Kulturlieferdienst,50,28.06.2023
2023-07-02 00:00:00,14.00,17.00,Marienplatz,stationär,,Mahnwacahe für Julian Assange und Frieden,35-40,06.06.2023
2023-07-02 00:00:00,16.00,18.00,Odeonsplatz,stationät,,"Diese Versammlung ist eine Demonstration gegen die Israelische Regirung, und die undemokratischen Aktionen, die die verfahrt.",10,29.06.2023
2023-07-03 00:00:00,18.00,19.00,Marienplatz,stationär,,Weg mit Hatz IV! Nazipropaganda!,20-30,12.12.22
2023-07-03 00:00:00,17.00,18.00,Pasinger Bahnhofsplatz,stationär,isarlust e.V.,Kulturlieferdienst,50,19.05.2023
2023-07-03 00:00:00,17.00,19.00,"Königinstraße, Von-der-Tann-Straße, Prinz-Carl-Palais",stationär,München-steht-auf.de,Geburtstags-Mahnwache für Julian Assange,20,29.06.2023
2023-07-04 00:00:00,17:15,20:15,Marienplatz,stationär,,Activists for the Victims,10-25,27.06.2023
2023-07-05 00:00:00,18.00,19.00,Karlsplatz,stationär,,Beendet die Isolationshaft von Abdullah Öcalan,30,03.07.2023
2023-07-05 00:00:00,18:45,21:00,Akademiestraße 2-4,stationär,,Feministische Verkehrspolitik,30,26.06.2023
2023-07-05 00:00:00,16:00,17:30,Hofmannstr. 58-64,stationär,Ostturkistanische Union in Europa,Kundgebung anlässlich des Jahrestages des Massakers vom 5. Juli 1999 in Urumqi,25-30,13.06.2023
2023-07-05 00:00:00,17.00,18.00,Maria Nindl Platz,stationär,isarlust e.V.,Kulturlieferdienst,50,19.05.2023
2023-07-05 00:00:00,18.00,22.00,Ecke Notburga-/Romanstraße - Notburga-/Romanstraße öffentliche Grün- und Gehwegfläche,sfv,München steht auf,"Für Frieden - Kein Krieg, gewählte Freie unabhängige Medien, Wiederherstellung des GG auf den Stand vor der Pandemie, Freie Impfentscheidung, keine Digitale Kontrolle ala China",500,2023-06-09 00:00:00
2023-07-05 00:00:00,18.00,19.30,Marienplatz,stationär,KAB Diözesanverband München und Freising e. V.,"""Mensch wähl mich!"" Ein Spieleabend mit Landtagskandidat*innen. Sozialpädagogische Podiumsdiskussion unter freiem Himmel im Spielformat. Kandidat*innen der Parteien zur Landtagswahl würfeln, ziehen auf das Spielfeld und nehmen je nach Themenfeld Stellung.",30-50,15.05.2023
2023-07-05 00:00:00,17:00,21:30,Gerastraße 6,stationär,,"Kundgebung gegen die Abrissmaßnahme beidseits der Karlingerstraße durch die GWG gegen das Bauvorhaben ""Botanikum"", für den Erhalt der Kultureinrichtung ""Botanikum""",10,02.07.2023
2023-07-06 00:00:00,18:00,21:00,Aberlestr. 12-14,stationär,,Für Bezahlbares Wohnen in Sendling,50,27.06.2023
2023-07-06 00:00:00,17:30,19:00:00,Marienplatz,stationär,,KlimatreffPunkt der Parents for Future,10-20,2023-06-19 00:00:00
2023-07-06 00:00:00,12:45,15:45:00,"Kistlerhofstr. 60, ggü. Chin. Generalkonsulat",stationär,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5,2023-05-30 00:00:00
2023-07-06 00:00:00,18.00,19.00,Hopfenstraße (BR),stationär,Aktionsbündnis www.LeuchtturmARD.de,Mahnwache vor dem Bayerischen Rundfunk: Schluss mit Propaganda und Desinformation Rückkehr zu einer ausgewogenen,10-30,27.06.2023
2023-07-06 00:00:00,18:00,19:00,Paul-Heyse-Str. 2-4,stationär,,"Mahnwache für Multipolare Ausgewogene Staatsferne Medien, Aktionsbündnis www.LeuchtturmARD.de",2-20,03.07.2023
2023-07-06 00:00:00,17:00,21:00,Säbener Str. 49,stationär,,Neubebauung des Gebietes des Ärztehauses am Candidplatz,15-20,04.07.2023
2023-07-07 00:00:00,18:00,19:00:00,"Neuhauser Str. 6, vor St. Michaelskirche",stationär,Münchner Friedensbüdnis,"Friedensmahnwache: ""Verhandeln statt Schießen!""",20-25,2023-06-05 00:00:00
2023-07-07 00:00:00,12.00,17.30,Marienplatz,stationär,IGFM München AG,Verteidigung der Menschenrechte in den arabischen und asiatischen Ländern Gleichberechtigung von Frauen und Männern Foirderung nach demokratischen Wahlen in den Staate des Nahen Osten ,50,11.04.2023
2023-07-07 00:00:00,17.00,19.00,Karlsplatz,stationär,München steht auf.de,Speakers Corner München - freie Meinungsäußerung,20,23.05.2023
2023-07-07 00:00:00,11.00,14.00,Kultusministerium Salvatorplatz 2,stationär,,"Gnua is gnua, liebes Kultusministerium… Bayerns Bildung braucht Veränderung...",3-10,27.06.2023
2023-07-07 00:00:00,17.00,18.00,Residenzstr. 2 vor Louis Vuitton,stationär,,Abolish Fur: Tierausbeutung für Mode,15,05.07.2023
2023-07-07 00:00:00,10.35,12.10,THW - Gärtnerplatz,sfv,ver.di Vereinte Dienstleistungsgewerkschaft,Tarifrunde Handel 2023,600,03.07.2023
2023-07-07 00:00:00,14.00,16.30,Karlsplatz bis Marienplatz,sfv,,Fridays for Future Streik zum Thema Klimaflucht und EU-Asylreform,80,28.06.2023
2023-07-08 00:00:00,16:45,20:15,Karlsplatz,stationär,,Frieden anstatt Extremismus,10,16.06.2023
2023-07-08 00:00:00,08:00,17:00,Ludwig-Koch-Str. 3 - Ludwig-Koch-Str. 3,sfV,Kids in emotion e.V.,"Für ein besseres Gesundheitswesen, siehe auch www.kids-in-emotion.de",300,25.04.2023
2023-07-08 00:00:00,12.30,18.00,Rindermarkt,stationär,,Info`s auf d`Straß ,30,10.02.2023
2023-07-08 00:00:00,14.00,15.30,Karlsplatz,stationär,Free Russians e.V.,"Kundgebung ""500 Tage Krieg in der Ukraine"" ",50-100,05.07.2023
2023-07-08 00:00:00,15.00,18.00,Marienplatz ,stationär,,Gemeinsam gegen den Krieg,400,19.03.2023
2023-07-08 00:00:00,12:45,17:45:00,Sendlinger Str. 8,stationär,,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommuninistischen Partei Chinas ein Ende setzen.",30,2023-05-30 00:00:00
2023-07-08 00:00:00,13.00,16.30,THW bis THW,sfv,,Beendigung der Verfolgung an Falun Gong Praktizierenden in China! END CCP - Der bösartigen Kommunistischen Partei Chinas ein Ende setzen!,15/15,26.06.2023
2023-07-08 00:00:00,17.00,18.00,Sendlinger Str. 19,stationär,,Freilassung von Can Atalay (türkische Abgeordnete im Gefägnis). Can Atalay wurde kürzlich zum Abgeordneten gewählt. Er genießt parlamentarische Immunität und soll freigelassen werden. Das Erdogan-Regime hält ihn unrechtmäßig im Gefängnis fest.,10,28.06.2023
2023-07-08 00:00:00,17:15,20:15,"Nehauser Straße 2, mittig beim sitzenden Keiler",stationär,,Activists for the Victims,10-25,03.07.2023
2023-07-09 00:00:00,16.00,20.00,THW - MPL,sfv,BKZ Fedzr e. V.,Gedenken der Opfer des Genozids in Srebrenica,500,12.06.2023
2023-07-09 00:00:00,13.00,17.30,Kolumbusplatz - JVA Stadelheimer Staße (Nordtor),sfv,,"#FREEMAXEDER , Für den politisch eingesperrten Oberst a.D. Maximilian Eder",100/200,15.06.2023
2023-07-09 00:00:00,14.00,16.00,Karlsplatz,stationär,,"Gegen ungerechte Gerichtsverhandlung für Toomaj Salehi, den iranischen Rapper",200,04.07.2023
2023-07-09 00:00:00,17.00,19.00,Ruth-Drexel-Straße 130,stationär,,Wahlkampfveranstaltung des Direktkandidaten Fabian Sauer (Bündnis 90/DIE GRÜNEN),30,17.06.2023
2023-07-10 00:00:00,11:55,13:30:00,"Erhardtstraße, vor dem EPA",stationär,Bioland e.V. Landesverband Bayern,Kein Patent auf Natur - Für Ernährungssouveränität und züchterische Vielfalt. Protestkundgebung gegen eine Deregulierung neuer Gentechniken und für eine gentechnikfreie Landwirtschaft.,100,2023-05-31 00:00:00
2023-07-10 00:00:00,18.00,19.00,Pelkovenstraße,stationär,isarlust e.V.,Kulturlieferdienst,100,19.05.2023
2023-07-11 00:00:00,16.30,18.30,Marienplatz,stationär,MenschenDeCuba e.V.,Menschenrechte in Kuba/Situation politischer Gefangener in Kuba,50,06.04.2023
2023-07-11 00:00:00,10.30,14.00,"Maximilianstr, Max II Denkmal",stationär,,"Weckruf an die Politik, Heilpädagogik",60,28.06.2023
2023-07-11 00:00:00,18.15,20.15,Karlsplatz ,stationär,,Activists for the Victims,10-25,03.07.2023
2023-07-12 00:00:00,18.00,19.00,Curt-Mezger-Platz,stationär,isarlust e.V.,Kulturlieferdienst,100,03.07.2023
2023-07-12 00:00:00,18:00,21:00,Aberlestr. 12-14,stationär,,Für Bezahlbares Wohnen in Sendling,50,27.06.2023
2023-07-12 00:00:00,15.00,16.30,Leopolstr. 53,stationär,Greenpeace München,greenwashing bei der DWS/DB,2,07.07.2023
2023-07-12 00:00:00,18.00,22.00,Karlsplatz - Karlsplatz,sfv,München steht auf.de,"Für Frieden - Kein Krieg, gewählte Freie unabhängige Medien, Wiederherstellung des GG auf den Stand vor der Pandemie, Freie Impfentscheidung, keine Digitale Kontrolle ala China",500,09.05.2023
2023-07-13 00:00:00,17:30,19:00:00,Marienplatz,stationär,,KlimatreffPunkt der Parents for Future,10-20,2023-06-19 00:00:00
2023-07-13 00:00:00,12:45,15:45:00,"Kistlerhofstr. 60, ggü. Chin. Generalkonsulat",stationär,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5,2023-05-30 00:00:00
2023-07-13 00:00:00,17.30,21.30,Karlingerstraße 30,stationär,,gegen Abrissmaßnahmen,10,11.07.2023
2023-07-13 00:00:00,18.00,19.00,Paul-Heyse-Str. 2-4,stationär,,"Mahnwache für Multipolare Ausgewogene Staatsferne Medien, Aktionsbündnis www.LeuchtturmARD.de",2-20,10.07.2023
2023-07-13 00:00:00,18.00,19.00,Hopfenstraße (BR),stationär,,Mahnwache vor dem Bayerischen Rundfunk: Schluss mit Propaganda und Desinformation Rückkehr zu einer ausgewogenen,10-30,03.07.2023
2023-07-14 00:00:00,18:00,19:00:00,"Neuhauser Str. 6, vor St. Michaelskirche",stationär,Münchner Friedensbüdnis,"Friedensmahnwache: ""Verhandeln statt Schießen!""",20-25,2023-06-05 00:00:00
2023-07-14 00:00:00,13:00,14:00:00,Marienplatz,stationär,Frauen in Schwarz,Gerechter Frieden in Nahost,8-15,2023-06-05 00:00:00
2023-07-14 00:00:00,10.00,10:30:00,Odeonsplatz,stationär,Jugendorganisation BUND Naturschutz,"Vote 16, Wahlalterabsenkung",20,2023-06-30 00:00:00
2023-07-14 00:00:00,11.00,14.00,Kultusministerium Salvatorplatz 2,stationär,,"Gnua is gnua, liebes Kultusministerium… Bayerns Bildung braucht Veränderung...",3-10,27.06.2023
2023-07-14 00:00:00,15.00,17.00,Odeonsplatz Platz vor der Feldherrnhalle,stationär,,Digitalisierung,10,04.07.2023
2023-07-14 00:00:00,18.00,20.00,Hans-Mielich-Platz,stationär,,Candidplatz für Alle,unbekannt,11.07.2023
2023-07-15 00:00:00,14:00,18:00,Pasinger Marienplatz,stationär,,"Christliche Werte / Glaube, Christenverfolgung",10-20,04.06.2023
2023-07-15 00:00:00,13.00,14.00,Willy-Brandt-Platz Riem Arcaden,stationär,,Versammlung zur Aufnahme von Dyskalkulie,50,23.01.2023
2023-07-15 00:00:00,15.00,22.00,Marienplatz - Marienplatz,sfv,,Slutwalk München - gegen sexualisierte Gewalt und für sexuelle Selbstbestimmung,700,29.01.2023
2023-07-15 00:00:00,14.00,18.00,Rindermarkt?,stationär,Evang. Christus Gemeinde e.V.,Freiheit in der Zukunftige welt,15,08.02.2023
2023-07-15 00:00:00,12.30,18.00,Rotkreuzplatz,stationär,,Info`s auf d`Straß ,30,10.02.2023
2023-07-15 00:00:00,15.30,19.00,Stachus,stationär,,"Kernkraft für Klima, Wohlstand und Versorgungssicherheit",100,09.05.2023
2023-07-15 00:00:00,11.00,19.00,Isartorpl bis OPL,sfv,Verein für vedische Kultur e.V.,Ratha Yatra,150-200,17.05.2023
2023-07-15 00:00:00,16.00,17.00,Riemer See,stationär,isarlust e.V.,Kulturlieferdienst,100,19.05.2023
2023-07-15 00:00:00,10:45,14:15:00,Marienplatz,stationär,,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommuninistischen Partei Chinas ein Ende setzen.",30,2023-05-30 00:00:00
2023-07-15 00:00:00,10:00,13.50,Marienplatz - Karl-Stützel-Platz,sfV,,"Globaler Gedenktag der Verfolgung von Falun Dafa, Stoppt die Verfolgung von Falun Dafa, Nieder mit dem Teufel der Kommunistischen Partei Chinas, Was ist Falun Dafa,",250,45086
2023-07-15 00:00:00,14.00,16.00,THW - P+R Studentenstadt,Autokorso,,"Frieden schaffen ohne Waffen, Erhalt des Bargelds, keine zwangsfinanzierte Medienpropaganda",50 Personen in 25 KFZ,07.07.2023
2023-07-15 00:00:00,15.00,17.00,Orleansplatz,stationär,,Gedenkveranstaltung für die Opfer des Putschversuches in der Türkei 2016 und Aufruf zu mehr Demokratie,80,26.06.2023
2023-07-16 00:00:00,16.00,21.00,Gärtnerplatz - Marienplatz,sfv,,Offen bleiben! Geflüchtete bleiben Willkommen,500,23.05.2023
2023-07-16 00:00:00,17.00,19.00,OPL Platz vor der Feldherrnhalle,stationär,,"Diese Versammlung ist eine Demonstration gegen die Israelische Regirung, und die undemokratischen Aktionen, die die verfahrt.",10,12.06.2023
2023-07-17 00:00:00,17.00,18.00,Truderinger Straße,stationär,isarlust e.V.,Kulturlieferdienst,100,19.05.2023
2023-07-17 00:00:00,08.00,08.30,Nymphenburger Str. 16,stationär,,Gerichtsverfahren gegen Herrn De Lima Barbosa vor der 2. Strafkammer des LG München I,10,13.07.2023
2023-07-18 00:00:00,12.00,13.00,Winzererstr. 106,stationär,,Protest gegen Kündigung von Marion Schmidt durch Stiftung Bayerischer Gedenkstätten,30,13.07.2023
2023-07-18 00:00:00,18:15,20:15,Marienplatz,stationär,,Activists for the Victims,10-25,13.07.2023
2023-07-19 00:00:00,18.00,22.00,"Blumenau, Kreuzung Terofallstraße/Blumenauerstr. - Blumenau, Kreuzung Terofallstraße/Blumenauerstr.",sfv,München steht auf.de,"Für Frieden - Kein Krieg, gewählte Freie unabhängige Medien, Wiederherstellung des GG auf den Stand vor der Pandemie, Freie Impfentscheidung, keine Digitale Kontrolle ala China",500,20.06.2023
2023-07-19 00:00:00,18.00,21.00,Stachus,stationär,,"Kundgebung zur Solidarisierung mit der ländlichen Bevölkerung Perus, an ihrem Protestzug in Perus Hauptstadt Lima an diesem Tag",50,28.06.2023
2023-07-19 00:00:00,18.00,22.00,Max-Joseph-Platz - Max-Joseph-Platz,sfv,München steht auf.de,"Corona-Aufklärung öffentlich mit Benennung der Verantwortlichen Free Assagne - wo bleibt die Solidarität der Journalisten. Freie Impfentscheidung, keine Digitale Kontrolle a la China",500,20.06.2023
2023-07-19 00:00:00,16.00,19.00,Odeonsplatz,stationär,,Wahlkampfauftakt FDP,500,18.04.2023
2023-07-19 00:00:00,13.30,17.15,Haidenauplatz 1 - Marienplatz,sfv,Studioso Candidatique Medicinae e.V.,Faires PJ,400,27.06.2023
2023-07-19 00:00:00,15.30,20.00,"Reiterdenkmal, Ludwig I, Odeonsplatz",stationär,,Bafögkürzungen im Haushaltsplan des Bundes für 2024 + Kützungen allgemein im Sozialpolitischem Bereich,50-100,11.07.2023
2023-07-20 00:00:00,17:30,19:00:00,Marienplatz,stationär,,KlimatreffPunkt der Parents for Future,10-20,2023-06-19 00:00:00
2023-07-20 00:00:00,12:45,15:45:00,"Kistlerhofstr. 60, ggü. Chin. Generalkonsulat",stationär,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5,2023-05-30 00:00:00
2023-07-20 00:00:00,17.30,18.30,Siebertstraße Ecke Maria-Theresia-Str.,stationär,isarlust e.V.,Kulturlieferdienst,50,27.06.2023
2023-07-20 00:00:00,18.00,19.00,Karlsplatz,stationär,,Drohnenkrieg stoppen!- Revolution in Rojava verteidigen,20,18.07.2023
2023-07-20 00:00:00,18.00,19.00,Hopfenstraße (BR),stationär,,Mahnwache vor dem Bayerischen Rundfunk: Schluss mit Propaganda und Desinformation Rückkehr zu einer ausgewogenen,10-30,10.07.2023
2023-07-20 00:00:00,18.00,19.00,Paul-Heyse-Str. 2-4,stationär,,Leuchtturm ARD,2-20,19.07.2023
2023-07-20 00:00:00,18.30,19.30,Sendlinger Str. 8,stationär,,Iran,25,20.07.2023
2023-07-21 00:00:00,18:15,20:15,Marienplatz,stationär,,Frieden anstatt Extremismus,10,16.06.2023
2023-07-21 00:00:00,18:00,19:00:00,"Neuhauser Str. 6, vor St. Michaelskirche",stationär,Münchner Friedensbündnis,"Friedensmahnwache: ""Verhandeln statt Schießen!""",20-25,2023-06-05 00:00:00
2023-07-21 00:00:00,11.30,13.30,Marienplatz,stationär,"Condrobs e.V., Kontaktladen Limit",Gedenktag für verborbene Drogengebraucher*innen 2023 (internationaler Gedenktag),100-150,2022-10-27 00:00:00
2023-07-21 00:00:00,17.00,19.00,Karlsplatz,stationär,München steht auf.de,Speakers Corner München - freie Meinungsäußerung,20,23.05.2023
2023-07-21 00:00:00,11.00,16.00,Kultusministerium Salvatorplatz 2,stationär,,"Gnua is gnua, liebes Kultusministerium… Bayerns Bildung braucht Veränderung...",3-10,27.06.2023
2023-07-21 00:00:00,17.15,18.15,Residenzstr. 2 vor Louis Vuitton,stationär,,Ausstieg aus dem Pelzhandel und der Pelzverarbeitung,15,19.07.2023
2023-07-22 00:00:00,20.00,21.00,Hanauer Str. (auf der Veranstaltungsfläche der Gedenkveranstaltung des Direktoriums),stationär,,"Gedenkveranstaltung für die Opfer des Attentates am OEZ, Rede + Gebet + Kranzniederlegung",50,26.06.2023
2023-07-22 00:00:00,15:00,16:30,Großbeerenstr. - Hanauer Str.,sfV,Initiative München erinnern,"Erinnern und Gedenken an den Anschlag am Olympia Einkaufszentrum am 22.7.2016 organisiert von der Inititative München erinnern, Davor Gottesdienst von einem und für einen Angehörigen, Rudolf Kollmann, Beides wird hier zusammen angemeldet",350,29.05.2023
2023-07-22 00:00:00,12.30,18.00,Karlsplatz,stationär,,Info`s auf d`Straß ,30,10.02.2023
2023-07-22 00:00:00,12:45,17:45:00,Marienplatz,stationär,,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommuninistischen Partei Chinas ein Ende setzen.",30,2023-05-30 00:00:00
2023-07-22 00:00:00,11.00,12.30,Kurt-Eisner-Denkmal Schmidstraße 2 Ecke Oberanger,stationär,Jusos München,Gedenken der Opfer des Attentats am 22.07.2011 in Utoya und Oslo,15-20,13.06.2023
2023-07-22 00:00:00,15.00,17.30,Sendlinger Str. 8,stationär,,Demonstration für die Menschen im Iran,20,05.07.2023
2023-07-22 00:00:00,14.30,18.00,Grünfläche Ecke Croissant-Rust-Str./Wilhelm-Hey-Str.,stationär,,Baum- und Klimaschutz in der Waldkolonie Pasing,40-50,15.06.2023
2023-07-22 00:00:00,14.00,14.50,Blumenstr. 36 - Unterer Anger 2,sfv,Initiative Maria 2.0 München,Maria 2.0 wir bewegen,20 - 50,19.07.2023
2023-07-22 00:00:00,19:15,21:15,Marienplatz,stationär,Activist for the victims,Activist for the victims,10-25,20.07.2023
2023-07-23 00:00:00,16.00,19.30,Europaplatz - Odeonsplatz,sfv,Verein zur Förderung der Villa Stuck e.V.,School of Narrative Dance,2500,19.07.2022
2023-07-23 00:00:00,10.00,16.00,Westpark auf Wegedreieck in Nähe Budatempel,stationär,Greenpeace München,"Dialog mit Bürgern zum Thema Klima, was sollte die Landesregierung anpacken. Es soll ein ruhiger Dialog werden, wir wollen keinen Bürger zum Gespräch zwingen, wichtig ist die freiwillige Teilnahme.",12,06.07.2023
2023-07-23 00:00:00,16.00,18.00,Marienplatz,stationär,,Gedenken an die tamilischen Opfer des Pogroms von 1983 in Sri Lanka,100,19.07.2023
2023-07-23 00:00:00,16.00,18.00,Rindermarkt,stationär,,"Diese Versammlung ist eine Demonstration gegen die Israelischre Regirung,",10,18.07.2023
2023-07-23 00:00:00,13.00,15.00,Gabelsbergerstraße,stationär,Greenpeace München,"#vote4me: Deine Stimme, unsere Zukunft",50,13.07.2023
2023-07-24 00:00:00,16.00,18.00,Karlsplatz,stationär,,Gedenken an die tamilischen Opfer des Pogroms von 1983 in Sri Lanka,100,20.07.2023
2023-07-25 00:00:00,10.00,13.15,St.-Pauls-Platz - St.-Pauls-Platz,sfV,Helfer Deutschland e.V.,Gebet für von vorgeburtlicher Tötung bedrohte Menschen,25,19.07.2023
2023-07-25 00:00:00,18.00,19.45,Karl-Heinrich-Ulrichs-Platz,stationär,Bürgerinitiative Glockenbach,künftige Umgestaltung des Platzes am Glockenbach - jetzt reden die Bürgerinnen und Bürger,35-40,18.07.2023
2023-07-26 00:00:00,18.00,22.00,Resi-Huber-Platz (Sendlinger Wochenmarkt) - Resi-Huber-Platz,sfv,München steht auf.de,"Für Frieden - Kein Krieg, gewählte Freie unabhängige Medien, Wiederherstellung des GG auf den Stand vor der Pandemie, Freie Impfentscheidung, keine Digitale Kontrolle ala China",500,20.06.2023
2023-07-26 00:00:00,12.00,14.00,MPL,stationär,reCup GmbH,Verpackungssteuer,5,07.07.2023
2023-07-26 00:00:00,17.45,19.30,Oberländerstr. 5 bis Steinheilstr. 11,sfv,Green City e.V.,Baumbegrünung in der Steinheilstraße,50,12.07.2023
2023-07-27 00:00:00,17:30,19:00:00,Marienplatz,stationär,,KlimatreffPunkt der Parents for Future,10-20,2023-06-19 00:00:00
2023-07-27 00:00:00,12:45,15:45:00,"Kistlerhofstr. 60, ggü. Chin. Generalkonsulat",stationär,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5,2023-05-30 00:00:00
2023-07-27 00:00:00,17.00,21.00,Pasinger Bahnhofsplatz,stationär,DIE LINKE. München OV West-Mitte,Roter Sommer der LINKEN. München,30,20.07.2023
2023-07-27 00:00:00,18.00,19.00,Hopfenstraße,stationär,,Leuchtturm ARD,10-30,24.07.2023
2023-07-28 00:00:00,18:00,19:00:00,"Neuhauser Str. 6, vor St. Michaelskirche",stationär,Münchner Friedensbüdnis,"Friedensmahnwache: ""Verhandeln statt Schießen!""",20-25,2023-06-05 00:00:00
2023-07-28 00:00:00,13:00,14:00:00,Marienplatz,stationär,Frauen in Schwarz,Gerechter Frieden in Nahost,8-15,2023-06-05 00:00:00
2023-07-28 00:00:00,17.00,19.00,Rindermarkt und Oberanger bis Dultstraße auf der öffentlichen Gehwegfläche,stationär,,"z.B. Corona-Aufarbeitung, Keine Waffen in Kriegsgebiete, Keine Macht für W.H.O., Bargelderhalt, Asylrecht statt Migrantenflutung, Demokratie u. Frieden zurück (Schilderdemo)",50,18.07.2023
2023-07-28 00:00:00,16.00,17.15,"Hans-Jensen-Weg 3, östl. des Haupteingangs",ststionär,,Die Versammlung richtet sich gegen die Pferdeshow Cavalluna Kids.,20,17.07.2023
2023-07-28 00:00:00,15.30,17.00,Hofmannstr 57,stationär,World Uyghur Congress,Erinnerung an den Opfer von Yarkand Massaker von 2014,50,17072023
2023-07-28 00:00:00,17.00,21.00,Rotkreuzplatz,stationär,DIE LINKE. München OV West-Mitte,Roter Sommer der LINKEN. München,30,20.07.2023
2023-07-28 00:00:00,17.00,19.00,Max-Joseph-Platz,stationär,München steht auf,Speakers Corner München - freie Meinungsäußerung,50,22.07.2023
2023-07-29 00:00:00,14:00,18:00,Rotkreuzplatz,stationär,,"Christliche Werte / Glaube, Christenverfolgung",10-20,04.06.2023
2023-07-29 00:00:00,12.30,18.00,Karlsplatz,stationär,,Info`s auf d`Straß ,30,10.02.2023
2023-07-29 00:00:00,15.00,18.00,Max-Joseph-Platz,stationär,,Gemeinsam gegen den Krieg,400,19.03.2023
2023-07-29 00:00:00,12:45,17:45:00,Sendlinger Str. 8,stationär,,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommuninistischen Partei Chinas ein Ende setzen.",30,2023-05-30 00:00:00
2023-07-29 00:00:00,15.00,18.30,MPL - OPL,sfv,Ahlul Bayt Kulturverein München e.V.,stiller Trauermarsch für Imam Hussain,1000-2000,26.06.2023
2023-07-29 00:00:00,11.00,13.00,Skatepark Goldschmiedplatz,stationär,,Hip Hop & Politik,80,05.07.2023
2023-07-29 00:00:00,17.00,21.00,Stephansplatz,stationär,DIE LINKE. München OV West-Mitte,Roter Sommer der LINKEN. München,30,20.07.2023
2023-07-29 00:00:00,14.00,16.30,Esperantoplatz/Matthias-Pschorr-Straße  - Bavariastraße,Autokorso,,"Frieden schaffe ohne Waffen, Recht auf Bargeld, Reform der zwangsfinanzierten öffentlich rechtlichen Medien",25 Fahrzeuge,24.07.2023
2023-07-29 00:00:00,18.15,21.15,"Nauhauser Str. 2, mittig, sitzender Keiler",stationär,Activist for the victims,Activist for the victims,10-25,26.07.2023
