Unnamed: 0,Unnamed: 1
2020-07-20 00:00:00,
2020-07-25 00:00:00,
2020-07-26 00:00:00,
2020-08-01 00:00:00,
2020-08-03 00:00:00,
2020-08-07 00:00:00,
2020-08-12 00:00:00,
2020-08-13 00:00:00,
2020-08-13 00:00:00,
2020-08-15 00:00:00,
2020-08-16 00:00:00,
2020-08-16 00:00:00,
2020-08-19 00:00:00,
2020-08-20 00:00:00,
2020-08-21 00:00:00,
2020-08-22 00:00:00,
2020-08-25 00:00:00,
2020-08-26 00:00:00,
2020-08-28 00:00:00,
2020-08-29 00:00:00,
2020-08-30 00:00:00,
2020-09-01 00:00:00,
2020-09-02 00:00:00,
2020-09-02 00:00:00,
2020-09-04 00:00:00,
2020-09-05 00:00:00,
2020-09-05 00:00:00,
2020-09-05 00:00:00,
2020-09-05 00:00:00,
2020-09-09 00:00:00,
2020-09-11 00:00:00,
2020-09-11 00:00:00,
2020-09-12 00:00:00,
2020-09-13 00:00:00,
2020-09-14 00:00:00,
2020-09-18 00:00:00,
2020-09-18 00:00:00,
2020-09-18 00:00:00,
2020-09-19 00:00:00,
2020-09-19 00:00:00,
2020-09-20 00:00:00,
2020-09-20 00:00:00,
2020-09-22 00:00:00,
2020-09-24 00:00:00,
2020-09-25 00:00:00,
2020-09-25 00:00:00,
2020-09-25 00:00:00,
2020-09-25 00:00:00,
2020-09-25 00:00:00,
2020-09-26 00:00:00,
2020-10-02 00:00:00,
2020-10-03 00:00:00,
2020-10-06 00:00:00,Schwanenwegwiese
2020-10-08 00:00:00,Goethe/Humboldt
2020-10-09 00:00:00,Schevenbrücke
2020-10-10 00:00:00,Schevenbrücke
2020-10-11 00:00:00,Bootshafen
2020-10-13 00:00:00,Landtag
2020-10-14 00:00:00,Schwanenwegwiese
2020-10-14 00:00:00,Landtag
2020-10-14 00:00:00,Schevenbrücke
2020-10-16 00:00:00,
2020-10-17 00:00:00,Kiellinie/Schwanenweg
2020-10-19 00:00:00,Parkplatz Ecke Daimlerstr.
2020-10-19 00:00:00,Brunswiker Straße 16
2020-10-19 00:00:00,Exer
2020-10-19 00:00:00,Exer
2020-10-19 00:00:00,Exer
2020-10-19 00:00:00,Exer
2020-10-19 00:00:00,Exer
2020-10-19 00:00:00,
2020-10-23 00:00:00,Europaplatz
2020-10-24 00:00:00,
2020-10-24 00:00:00,
2020-10-24 00:00:00,
2020-10-24 00:00:00,
2020-10-27 00:00:00,Landtag
2020-10-27 00:00:00,Landtag
2020-10-28 00:00:00,
2020-10-28 00:00:00,Aufzug
2020-10-28 00:00:00,Aufzug
2020-10-28 00:00:00,Europaplatz
2020-10-31 00:00:00,Aufzug
2020-11-03 00:00:00,Bergstraße /IHK
2020-11-04 00:00:00,Landtag
2020-11-07 00:00:00,Umzug…..
2020-11-07 00:00:00,Aufzug
2020-11-09 00:00:00,Bernhard-Minetti-Platz
2020-11-09 00:00:00,
2020-11-14 00:00:00,Bootshafen
2020-11-14 00:00:00,
2020-11-19 00:00:00,Landtag
2020-11-20 00:00:00,Landtag
2020-11-20 00:00:00,
2020-11-22 00:00:00,Aufzug
2020-11-23 00:00:00,Gaarden
2020-11-24 00:00:00,Rathausplatz
2020-11-27 00:00:00,Europaplatz
2020-11-28 00:00:00,Europaplatz/Schevenbrücke
2020-11-30 00:00:00,Aufzug
2020-12-05 00:00:00,Europaplatz/Schevenbrücke
2020-12-06 00:00:00,Kiellinie
2020-12-07 00:00:00,"Aufzug, Lichterumzug"
2020-12-09 00:00:00,Landtag
2020-12-10 00:00:00,
2020-12-11 00:00:00,
2020-12-11 00:00:00,Landtag
2020-12-11 00:00:00,Reventlouwiese
2020-12-12 00:00:00,Rathausplatz
2020-12-12 00:00:00,Platz der Matrosen
2020-12-12 00:00:00,Exerzierplatz
2020-12-12 00:00:00,Aufzug
2020-12-12 00:00:00,Reventlouwiese
2020-12-12 00:00:00,Kiellinie Höhe Germania
2020-12-12 00:00:00,"Fahrradaufzug, Autobahn"
2020-12-12 00:00:00,Schevenbrücke
2020-12-12 00:00:00,"Aufzug, Wall + Düsternbrooker Weg"
2020-12-12 00:00:00,"angemeldet Europaplatz, zugewiesen Asmus-Bremer"
2020-12-12 00:00:00,"Lorenzendamm/Schloßgarten, muss Alternative erhalten"
2020-12-14 00:00:00,"Aufzug, Treffpunkt Exer"
2020-12-16 00:00:00,Vieburger Gehölz und Kleingärten
2020-12-17 00:00:00,Schevenbrücke
2020-12-19 00:00:00,Holstenbrücke
2020-12-19 00:00:00,"Aufzug, über die Begrenzung auf 100 informiert"
2020-12-19 00:00:00,Motorräder
2020-12-19 00:00:00,Motorräder
2020-12-19 00:00:00,Motorräder
2020-12-19 00:00:00,Motorräder
2020-12-21 00:00:00,Aufzug
2020-12-23 00:00:00,Schevenbrücke
2020-12-27 00:00:00,Reventlouallee/Kiellinie
2020-12-28 00:00:00,Aufzug
